attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
79,"Apr 19, 2014",bvudbq3,1,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Bryce Wessels,Schuyler Radke,Nick Schlecht,Ryan Titman,0,11,Ian Grigsby,15,3040040,cf,rf,1b,2b,dh,3b,c,lf,ss,Justin Lange,#21 buena vista univ.,#21 Buena Vista Univ.,Eastman (),,7,Y,Grigsby (6),"Storm Lake, Iowa (BVU/SL Field)",11:00am   ,1:45   ,HP: Dustin Moore  1B: Brandon Moo,"dubuque, univ. of","Dubuque, Univ. of",Eddie Pablo,Will Fogel,Daniel Casanova,Austin McWhite,Vince Parisi,Dalton Garst,Steve Ryan,Eric Hall,Ryan Karrick,3,4,Trent Van Egtern,5,0012010,3b,2b,cf,1b,c,dh,lf,rf,ss,Josh Eastman,Beatty (3-0)
33,"Mar 08, 2014",lutuwp2,2,Andy Briggs,Eric Pittman,Czenvic Rojer,Carlos Pineda,Brian Paulsrud,Matt Larson,Aldon Severson,Dakotah Rostad,Joe Silversmith,1,8,Cody Reimer,9,102000041,cf,ss,rf,c,dh,lf,1b,3b,2b,Matt McKinney,"luther college
",Luther College,Nelson (0-1),,9,Y,,"Jacksonville, Ill. (Lenz Field)",3:30   ,3:06   ,HP: Mark Zeitler  1B: Matt Moo,"university of wisconsin-plateville
",Wis.-Platteville,Ryan Duva,Casey Schroeder,Zach Demmon,George Jester III,Zack Iverson,Bobby Bean,Ryan Lehmann,Tyler Trautsch,Todd Wienkes,1,7,Tyler Nelson,10,301001002,cf,ss,1b,2b,3b,rf,lf,dh,c,Austin Daniels,Reimer (1-0)
44,"Mar 09, 2014",loruwp1,1,Ryan Duva,Casey Schroeder,Zach Demmon,George Jester III,Zack Iverson,Ryan Lehmann,John Walsh,Chris Ferchau,Sage Wetteland,2,8,Kevin Maher,11,10021130X,cf,ss,1b,2b,3b,lf,rf,c,dh,Kale Pustina,"university of wisconsin-plateville
",Wis.-Platteville,Gerardy (0-1),,9,Y,,"Jacksonville, Ill. (Lenz Field)",12 p.m.   ,2:26   ,HP: Steve Jones  1B: Don Umland,"loras college
",Loras College,Mark Jablonski,Mike Pudlo,Patrick Walsh,Spencer Bonner,Eric DeSousa,Nick Battalini,Danny Fahlgren,Alex Rodriguez,Justin Montalvo,3,7,Jeremy Gerardy,6,101410000,cf,ss,dh,1b,3b,lf,c,2b,rf,Jake Norton,Maher (1-0)
115,"Mar 08, 2014",coerfrd2,2,Ben Larison,Cole Tomlinson,Michael Goerdt,Craig Konrardy,Jory Heckenberg,Andrew Brierton,Derek Yoder,Michael Redmond,,3,1,Jake Tickle,8,000000100,ss,rf/c,lf,3b,1b,c,2b,cf,,AJ Reuter,"coe college
",Coe College,Reuter (1-1),,9,Y,,"Winter Haven, Fla. (Chain of Lakes Park)",12:45 pm   ,2:15   ,,"rockford university
",Rockford University,"Rigg, Joe","Grimes, Matt","Grabowski, Bryan","Holke, Chris","Wiest, Brian","Campe, Joe","Gorsuch, Jacob","Szytz, Matt","McKnight, Jake",3,8,"Northrup, James",13,000205001,ss,lf,dh,c,1b,3b,cf,2b,rf,"Kiviranta, Michael","Kiviranta, M (1-0)"
151,"May 14, 2014",bvuncaa1,,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Eric Gurbacki,Ryan Titman,Devon Harms,4,7,Lucas Hadaway,15,00131110X,cf,lf,1b,2b,dh,rf,3b,ss,c,Jon Ringblom,"buena vista university
",Buena Vista Univ.,A,,9,Y,8-3),"Moline, Ill. (Swanson/Brunner)",7:01 PM   ,2:16   ,HP: Pete McGinnes  1B: Jon Fye  2B: Chris Deichman  3B: Dave Boev,st. scholastica,St. Scholastica,A. Colvard,T. Bernsdorf,T. Duex,Henderson,J. Risse,P. Olson,J. Kuschke,B. Minks,P. Getchell,3,1,K. Kunik,4,000000010,lf/cf,dh,ss,1b,rf,2b,c,3b,cf,A. Davis,Ringblom (8-2)
127,"Apr 05, 2014",simwar2,2,Brett Crable,Jake Barr,Tyler Craig,Michael Chia,Jake Esdohr,Austin Burlin,Nick Anderson,Bud Smith,Taylor Harmon,0,2,Kyle Helmerson,3,0100001,cf,lf/cf,1b,3b,ss,rf,dh,c,2b,Jake Scieszinski,"simpson college
",Simpson College,Bolt (3-3),,7,Y,,"Indianola, Iowa (McBride Field)",4:45 pm   ,2:16   ,HP: Jason Kramer  1B: Aaron Perez,"wartburg college
",Wartburg College,Jackson Litterer,Craig Kerper,Ryan Powers,Ryan Kemp,DJ Utley,Blake Wilson,Michael Schinstock,Joe Grote,Tyler Mougin,2,1,Alex Steines,7,0001000,1b,lf,3b,cf,dh,c,rf,2b,ss,Parker Bolt,Helmerson (1-2)
117,"May 08, 2014",14iiac02,,Jordan Judkins,Andrew O'Toole,Robbie Rushing,Adam Ariola,Grant Seuferer,Zach Zylstra,Jake Effron,Jace Ahrendsen,Kirby Coppess,0,12,Judson McKown,17,10(10)010X,ss,rf,dh,2b,1b,lf,cf,c,3b,Judson McKown,"central college
",Central College,Alberhasky (3-5),,7,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",1:45 pm   ,1:37   ,HP: Ryan Farnsworth  1B: Paul Keitel  3B: Kevin F,"coe college
",Coe College,Michael Redmond,Alec Zwanziger,AJ Reuter,Craig Konrardy,Michael Goerdt,Cole Tomlinson,Jory Heckenberg,Ben Larison,Brett Slager,3,0,Kyle Brady,5,0000000,cf,dh,1b,ss,lf,c,3b,2b,rf,Connor Alberhasky,McKown (6-3)
175,"Apr 12, 2014",dbqwar3,1,Eddie Pablo,Dalton Garst,Daniel Casanova,Austin McWhite,Vince Parisi,Steve Ryan,Mac Shepherd,Michael Salazar,Ryan Karrick,1,3,Justin Naval,10,0210000,2b,dh,cf,1b,c,rf,3b,lf,ss,Josh Eastman,"dubuque, univ. of","Dubuque, Univ. of",Naval (2-1),,7,Y,,"Dubuque, Iowa (UD Baseball Field)",11:00 am   ,1:45   ,HP: Chris Szolyga  1B: Mike Gan,"wartburg college
",Wartburg College,Jackson Litterer,Tyler Mougin,Ryan Powers,Ryan Kemp,DJ Utley,Clay Emmrich,Blake Wilson,Jake Raecker,Joe Grote,0,4,Michael Schinstock,13,0000202,lf,ss,3b,cf,1b,dh,c,rf,2b,Michael Schinstock,Schinstock (4-0)
48,"Apr 07, 2014",bvucen4,2,Neil Marshall,Brandon Wessels,Joe Paletta,Tanner Truesdell,Weston Foxx,Jeremy Lambert,Eric Gurbacki,Ryan Titman,Devon Harms,0,6,Ian Grigsby,8,00400002X,cf,rf/c,1b,lf/rf,2b,dh,3b,ss,c,Jacob Hadaway,#25 buena vista univ.,#25 Buena Vista Univ., (4-0),,9,Y,Carr (1-2),"Storm Lake, Iowa (BVU/SL Field)",6:15pm   ,2:40   ,HP: Aaron Christians  1B: Randy Burtru,"central college
",Central College,Jordan Judkins,Dakotah Wolken,Robbie Rushing,Adam Ariola,Zach Brown,Andrew O'Toole,Zach Zylstra,Grant Seuferer,Jace Ahrendsen,1,5,Judson McKown,9,041000000,ss,cf,dh,2b,3b,rf,lf,1b,c,Matt Schissel,L
50,"Mar 10, 2014",dbqelm2,2,Daniel Casanova,Will Fogel,Michael Salazar,John Henderson,Austin McWhite,Jacob Evans,Eddie Pablo,Vince Parisi,Ryan Karrick,1,6,Joey Kilsdonk,8,102030000,cf,2b,rf,dh,1b,lf,3b,c,ss,Tyler Trifiletti,"dubuque, univ. of","Dubuque, Univ. of",Garst (0-1),,9,Y,Baker (1),"Jacksonville, Ill. (Lenz Field)",3:30 pm   ,2:30   ,,elmhurst college,Elmhurst College,Compton,Wargo,Wolak,Tsiodras,Collins,Havel,Struck,Pumo,Bayer,1,12,Baker,21,003040014,lf,cf,rf,c,1b,3b,dh,ss,2b,Nevarez,Nevarez (1-0)
40,"Mar 13, 2014",simwes2,,Andrew Yin,Ellis Schaefer,Donnie Cimino,Sam Goodwin-Boyd,Jonathan Dennett,Ben Hoynes,Eric Jones,Keith Spencer,Jake Katofsky,5,3,Jimmy Hill,14,000011001,2b,ss,cf,1b,lf,3b,c,dh,rf,Chris Law,wesleyan (conn.),Wesleyan (Conn.),C,,9,Y,1),"Tucson, Ariz. (Kino Sports Complex)",9:00 am   ,2:45   ,,"simpson college
",Simpson College,Michael Chia,Jake Barr,Tyler Craig,Jake Esdohr,Nick Anderson,Bud Smith,Josh Pirtle,Jake Scieszinski,Brett Crable,2,14,Brock Borgeson,20,250102031,3b,lf,1b,ss,dh,c,rf,2b,cf,Matt Pennings,Pennings (1-1)
11,"Mar 01, 2014",warnpu2,2,Craig Kerper,Joe Grote,Ryan Powers,DJ Utley,Ryan Kemp,Blake Wilson,Jacob Thumann,Michael Schinstock,Tyler Mougin,0,3,Alex Sharp,10,011000001,lf,2b,3b,1b,cf,c,dh,rf,ss,Parker Bolt,"wartburg college
",Wartburg College,Bolt (0-2),,9,Y,,"Sauget, Ill. (GCS Park)",5.15 pm   ,2.33   ,,north park univ.,North Park Univ.,Zak Worsley,Eric Sousanes,Tommy Endres,Joe Belmonte,Dan Sabin,Mike Coduto,Tyler Woolbright,Mitchell Jordan,Connor Sarant,1,9,Charlie Moran,11,022013100,cf,ss,rf,1b,c,2b,dh,3b,lf,T.D. Conway,Conway (1-1)
165,"Apr 11, 2014",dbqwar2,2,Daniel Casanova,Eddie Pablo,Vince Parisi,Austin McWhite,Dalton Garst,Michael Salazar,Eric Hall,Austin Monfross,Ryan Karrick,2,7,Mac Shepherd,13,0001114,cf,2b,c,1b,dh,lf/cf,rf,3b,ss,Trent Van Egtern,"dubuque, univ. of","Dubuque, Univ. of",Van Egtern (0-2),,7,Y,,"Dubuque, Iowa (UD Baseball Field)",3:45 pm   ,2:15   ,HP: Chris Szolyga  1B: Matt Moo,"wartburg college
",Wartburg College,Jackson Litterer,Tyler Mougin,Ryan Powers,Ryan Kemp,DJ Utley,Clay Emmrich,Blake Wilson,Michael Schinstock,Joe Grote,1,19,Alex Steines,22,9320005,lf,ss,3b,cf,1b,dh,c,rf/1b,2b,Parker Bolt,Bolt (4-3)
,"Apr 06, 2014",simwar3,1,Michael Chia,Jake Scieszinski,Tyler Craig,Austin Burlin,Jake Esdohr,Jake Barr,Taylor Harmon,Bud Smith,Adam Richman,1,1,Matt Pennings,8,0010000,3b,dh,1b,rf,ss,cf,2b,c,lf,Matt Pennings,"simpson college
",Simpson College,Pennings (3-2),,7,Y,,"Indianola, Iowa (McBride Field)",1:02pm   ,1:38   ,HP: Aaron Perez  1B: Jason Kra,"wartburg college
",Wartburg College,Jackson Litterer,Tyler Mougin,Ryan Powers,Ryan Kemp,DJ Utley,Blake Wilson,Jake Raecker,Joe Grote,Craig Kerper,1,3,Michael Schinstock,6,0101010,1b,ss,3b,cf,dh,c,rf,2b,lf,Michael Schinstock,Schinstock (3-0)
417,"May 08, 2014",14iiac03,,Craig Kerper,Ryan Powers,DJ Utley,Ryan Kemp,Clay Emmrich,Blake Wilson,Michael Schinstock,Tyler Mougin,Joe Grote,3,1,Ben Rettenmeier,8,000010000,lf,3b,1b,cf,dh,c,rf,ss,2b,Ben Rettenmeier,"wartburg college
",Wartburg College,Rettenmeier (6-3),,9,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",4:00 pm   ,1:47   ,HP: Paul Keitel  1B: Kevin Ferris  3B: Ryan Farnsworth,"central college
",Central College,Jordan Judkins,Andrew O'Toole,Robbie Rushing,Adam Ariola,Grant Seuferer,Zach Zylstra,Jake Effron,Jace Ahrendsen,Kirby Coppess,0,6,Dakotah Wolken,11,005010000,ss,rf,dh,2b,1b,lf,cf,c,3b,Dakotah Wolken,Wolken (6-2)
93,"May 02, 2014",bvulor1,1,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Bryce Wessels,Ryan Titman,Devon Harms,0,5,Jon Ringblom,7,0230000,cf,lf,1b,2b,dh,rf,3b,ss,c,Jon Ringblom,#20 buena vista univ.,#20 Buena Vista Univ.,Petrosky (3-5),,7,Y,,"Storm Lake, Iowa (BVU/SL Field)",3:30pm   ,1:30   ,HP: Michael Kelly  1B: Troy Solsaa,"loras college
",Loras College,Mike Pudlo,Alex Rodriguez,Patrick Walsh,Niko Andriotis,Nick Battalini,Danny Fahlgren,Tony Heiser,Eric DeSousa,Mark Jablonski,0,0,Will Petrosky,7,0000000,ss,2b,3b,dh,rf,c,lf,1b,cf,Will Petrosky,Ringblom (6-2)
62,"Apr 18, 2014",bvudbq2,2,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Bryce Wessels,Ryan Titman,Devon Harms,0,8,Lucas Hadaway,9,20110202X,cf,lf/rf,1b,2b,dh,rf,3b,ss,c,Scott Harris,#21 buena vista univ.,#21 Buena Vista Univ.,Miller (1-4),,9,Y,,"Storm Lake, Iowa (BVU/SL Field)",5:30pm   ,2:30   ,HP: Brandon Moore  1B: Dustin Moo,"dubuque, univ. of","Dubuque, Univ. of",Eddie Pablo,Will Fogel,Daniel Casanova,Austin McWhite,Vince Parisi,Dalton Garst,Michael Salazar,Steve Ryan,Ryan Karrick,6,2,Jacob Padilla,6,000100100,3b,2b,cf,1b,c,dh,lf,rf,ss,Harley Miller,Harris (5-0)
50,"Mar 07, 2014",dbqwcmo1,1,A. Pichler,J.Holtgraewe,De. Hughes,Ty. Branneky,Da. Hughes,T. Chambliss,Ta. Branneky,A. Long,C. Backes,2,2,W. Miller,6,100100X,cf,dh,lf,3b,ss,1b,rf,c,2b,W. Miller,westminster (mo.),Westminster (Mo.),(1-0),,7,Y,Eastman (0-1),"Fulton, Mo. (Saucier Field)",12:00 pm   ,1:45 hr   ,,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,James Workman,Austin McWhite,Vince Parisi,Michael Riordan,Eric Hall,Eddie Pablo,Gaetano Florio,Ryan Karrick,0,0,Tyler Trifiletti,5,0000000,cf,dh,1b,c,lf,rf,3b,2b,ss,Josh Eastman,W
79,"Mar 15, 2014",lordo,,Mark Jablonski,Cole Reeg,Patrick Walsh,Spencer Bonner,Tony Heiser,Mike Pudlo,Anthony Flattery,Lucas Jacque,Alex Rodriguez,2,6,Jeremy Gerardy,13,100012110,cf,rf,1b,dh,lf,ss,3b,c,2b,Adam Schwoebel,"loras college
",Loras College,Gerardy (0-2),,9,Y,,"Crawfordsville, Ind. (Goodrich Ballpark)",1:02 PM   ,3:02   ,HP: Craig Sparks  1B: Anthony Turk,dominican (ill.),Dominican (Ill.),"Varallo, Tim","Lyons, Joe","Krasny, Joe","McKinney, Lucas","Schuster, Cody","Becquey, Quentin","Salay, Royce","Milne Rojek, Quinlan","Smith, Thomas",5,7,"Freeman, Ryan",11,021201001,lf,2b,cf,dh,c,1b,3b,rf,ss,"Kukla, Ryan",Freeman (1-0)
143,"Apr 05, 2014",coedbq2,2,Ben Larison,Craig Konrardy,AJ Reuter,Colton Janssen,Jack Hoffmann,Michael Redmond,Michael Goerdt,Cole Tomlinson,Derek Yoder,2,0,Tyler Hixson,2,0000000,2b,ss,1b,3b,dh,cf,lf,c,rf,Kyle Brady,"coe college
",Coe College,Brady (0-3),,7,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:00 pm   ,1:40   ,HP: Eric Thornton  1B: Roger Johnson,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,Eddie Pablo,Austin McWhite,Steve Ryan,Noah Burdt,Eric Hall,Austin Monfross,Vince Parisi,Ryan Karrick,0,10,Josh Eastman,13,0011242,cf,2b,1b,rf,dh,lf,3b,c,ss,Josh Eastman,Eastman (2-2)
90,"Apr 11, 2014",coelor1,1,Mike Pudlo,Spencer Bonner,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Nick Battalini,Niko Andriotis,Justin Montalvo,Alex Rodriguez,1,6,Matt Kass,6,030102X,ss,1b,3b,dh,c,rf,lf,cf/lf,2b,Will Petrosky,"loras college
",Loras College,Alberhasky (2-3),,7,Y,Kass (1),"Dubuque, Iowa (Petrakis Park)",3:30 PM   ,1:40   ,HP: Kevin Farris  1B: Woody Mill,"coe college
",Coe College,Ben Larison,Craig Konrardy,AJ Reuter,Colton Janssen,Cal Kragenbrink,Michael Goerdt,Michael Redmond,Cole Tomlinson,Brett Slager,2,3,Connor Alberhasky,5,0010020,2b/3b,ss,1b,3b,dh,lf,cf,c,rf,Connor Alberhasky,Petrosky (2-3)
400,"Mar 30, 2014",coewar4,,Jackson Litterer,Blake Wilson,Ryan Powers,Ryan Kemp,Clay Emmrich,DJ Utley,Michael Schinstock,Joe Grote,Tyler Mougin,1,5,Gavin Nadermann,7,000140X,lf/1b,c,3b,cf,dh,1b,rf,2b,ss,Chase Hirschauer,"wartburg college
",Wartburg College,Schletzbaum (0-1),,7,Y,Nadermann (1),"Waverly, Iowa (Hertel Field)",3:30 p.m   ,1:36 HR   ,HP: Jay Weichman  1B: Rod Rigg,"coe college
",Coe College,Ben Larison,Craig Konrardy,AJ Reuter,Michael Goerdt,Colton Janssen,Alec Zwanziger,Cole Tomlinson,Michael Redmond,Andrew Brierton,2,4,Ben Jacobson,8,2200000,2b,ss,1b,lf,dh/3b,3b/dh,rf/c,cf,c,Michael Golinski,Hirschauer (1-0)
232,"Apr 25, 2014",coelut1,1,Michael Redmond,Alec Zwanziger,AJ Reuter,Craig Konrardy,Michael Goerdt,Colton Janssen,Ben Larison,Cole Tomlinson,Thomas Schaedel,4,9,Jack Hoffmann,17,01121031,cf,dh,1b,ss,lf,rf,3b,c,2b,Connor Alberhasky,"coe college
",Coe College,Reimer (1-3),,8,Y,,"Cedar Rapids, Iowa (Daniels Park)",2:00 pm   ,2:20   ,HP: Michael Kelly  1B: Bret Miell,"luther college
",Luther College,Andy Briggs,Eric Pittman,Czenvic Rojer,David Lowe,Mitch Knippenberg,Matt Larson,Brian Paulsrud,Aldon Severson,Joel Martin,1,8,Cody Reimer,9,02001230,cf,ss,rf,3b,c,lf,dh,1b,2b,Alec Knop,Hoffmann (2-4)
50,"Mar 15, 2014",bvunwu1,1,"Ayars, Sam","Dolson, Nick","Powers, Chase","Sitorius, Pete","Watteyne, Jordan","Johnson, Chris","Kay, Derek","Thaut, J.J.","Toy, Andrew",1,2,"Powers, Chase",5,000001010,cf,dh,3b/p,1b,2b,ss,c,rf,lf,"Van Dyke, Justin","nebraska wesleyan university
",Nebraska Wesleyan U.,"Keck, J",,9,Y,,"Lincoln, Neb. (NWU Field)",1:01 pm   ,2:45   ,HP: Monty Cassner  1B: Brian Soull,"buena vista university
",Buena Vista Univ.,Brandon Wessels,Tanner Truesdell,Joe Paletta,Jeremy Lambert,Weston Foxx,Alex Brown,Neil Marshall,Ryan Titman,Nick Schlecht,3,5,Ian Grigsby,8,000010013,c,rf,1b,3b,2b,dh,lf,ss,cf,Jon Ringblom,Grigsby (1-0)
200,"May 03, 2014",cenwar3,1,Jordan Judkins,Andrew O'Toole,Adam Ariola,Grant Seuferer,Zach Zylstra,Jake Effron,Kirby Coppess,Jace Ahrendsen,,0,8,Blake Judkins,18,0122102,ss,of/rf,2b,1b,lf,cf,3b,c,,Robbie Rushing,"central college
",Central College,Rushing (4-2),,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,2:10   ,HP: Paul Keitel  1B: Kevin F,"wartburg college
",Wartburg College,Craig Kerper,Ryan Powers,DJ Utley,Ryan Kemp,Clay Emmrich,Blake Wilson,Jacob Thumann,Tyler Mougin,Joe Grote,1,9,Gavin Nadermann,9,2700000,rf/lf,3b,1b,cf,dh,c,lf,ss,2b,Michael Schinstock,Schinstock (7-0)
,"Mar 28, 2014",bvulut1,1,Andy Briggs,Eric Pittman,Czenvic Rojer,Mitch Knippenberg,Carlos Pineda,Aldon Severson,Matt Larson,David Lowe,Joel Martin,1,1,Alec Knop,5,100000X,cf,ss,rf,c,dh,1b,lf,3b,2b,Alec Knop,"luther college
",Luther College,Ringblom (2-1),,7,Y,,"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,#25 buena vista univ.,#25 Buena Vista Univ.,Bryce Wessels,Brandon Wessels,Joe Paletta,Tanner Truesdell,Weston Foxx,Jeremy Lambert,Ryan Titman,Devon Harms,Nick Schlecht,1,0,Jon Ringblom,2,0000000,3b,rf,1b,lf,2b,dh,ss,c,cf,Jon Ringblom,Knop (2-0)
500,"Apr 26, 2014",bvuwar4,2,Craig Kerper,Tyler Mougin,Ryan Powers,Ryan Kemp,Clay Emmrich,Blake Wilson,Michael Schinstock,Joe Grote,,3,5,Gavin Nadermann,8,300001001,lf,ss,3b,cf,1b,c,rf,2b,,DJ Utley,"wartburg college
",Wartburg College,Utley (2-2),,9,Y,,"Waverly, Iowa (Hertel Field)",3:20 pm   ,2:14 hr   ,HP: Ryan Ecklund  1B: Jay Mara,#18 buena vista univ.,#18 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Weston Foxx,Jeremy Lambert,Tanner Truesdell,Bryce Wessels,Alex Brown,Ryan Titman,Nick Schlecht,2,8,Ian Grigsby,13,101114000,cf,c,2b,dh,rf,3b,1b,ss,lf,Tyson Valentine,Hazel (1-1)
107,"Mar 29, 2014",lorsim2,2,Michael Chia,Jake Barr,Tyler Craig,Jake Esdohr,Brett Crable,Austin Burlin,Nick Anderson,Bud Smith,Jake Scieszinski,1,0,Adam Richman,5,000000000,3b,lf,1b,ss,cf,rf,dh,c,2b,Kyle Helmerson,"simpson college
",Simpson College,Helmerson (0-2),,9,Y,Gerardy (1),"Indianola, Iowa (McBride Field)",4:01 pm   ,2:23   ,HP: Nick Willenborg  1B: Ryan Eklund,"loras college
",Loras College,Mark Jablonski,Tony Heiser,Patrick Walsh,Spencer Bonner,Mike Pudlo,Cole Reeg,Danny Fahlgren,Anthony Flattery,Alex Rodriguez,1,3,Jeremy Gerardy,8,020000100,cf,lf,1b,dh,ss,rf,c,3b,2b,Adam Schwoebel,Schwoebel (1-1)
156,"Apr 18, 2014",lutsim1,1,Andy Briggs,Eric Pittman,Czenvic Rojer,David Lowe,Carlos Pineda,Matt Larson,Aldon Severson,Mitch Knippenberg,Joel Martin,0,4,Alec Knop,7,000031X,cf,ss,rf,3b,dh,lf,1b,c,2b,Alec Knop,"luther college
",Luther College,Helmerson (1-4),,7,Y,,"Decorah, Iowa (Luther College)",1:00 pm   ,1:45   ,HP: Ryan Eklund  1B: Nic Bett,"simpson college
",Simpson College,Jake Barr,Brett Crable,Tyler Craig,Michael Chia,Jake Scieszinski,Josh Pirtle,Jake Esdohr,Austin Burlin,Bud Smith,3,3,Brock Borgeson,7,0200010,lf,cf,1b,3b,2b,rf,ss,dh,c,Kyle Helmerson,Knop (5-1)
125,"Mar 03, 2014",coeaur2,2,Tanner Oymaian,Corey Landers,Zach Flores,Dillon Popovich,Jared Swain,Cody Love,Tim Brann,Ryan Rybakowski,Nick Turner,4,1,Tyler Findlay,7,1000000,ss,lf,2b,c,1b,dh,3b,rf,cf,Tyler Findlay,aurora university,Aurora University,Findlay (0-1),,7,Y,,"Auburndale, Fla. (Lake Myrtle Park)",1:30 pm   ,1:54   ,,"coe college
",Coe College,Ben Larison,Michael Redmond,AJ Reuter,Michael Goerdt,Craig Konrardy,Jory Heckenberg,Andrew Brierton,Brett Slager,Nathan Brown,0,3,AJ Reuter,8,0010110,ss,cf,p,lf,3b,1b,c,rf,2b,AJ Reuter,Reuter (1-0)
400,"Mar 15, 2014",warsjme1,1,Craig Kerper,Jacob Thumann,Ryan Powers,Ryan Kemp,DJ Utley,Blake Wilson,Michael Schinstock,Joe Grote,Tyler Mougin,2,2,DJ Utley,5,0101000,rf,lf,3b,cf,dh/p,c,1b,2b,ss,Alex Steines,"wartburg college
",Wartburg College,Steines (0-1),,7,Y,,"Auburndale, Fla. (Lake Myrtle Field 4)",9:30   ,2;00   ,,st. joseph's (maine),St. Joseph's (Maine),Max McComb,Louie Vigars,Nic Lops,Joe Coyne,Alex Lorenc,Taylor Reuillard,Alex Markakis,Zack Graham,Tim Beaudette,3,5,Lincoln Sanborn,14,0050000,ss,cf,1b,c,rf,dh,3b,2b,lf,Lincoln Sanborn,Sanborn (2-0)
73,"Apr 06, 2014",lorlut3,1,Mark Jablonski,Mike Pudlo,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Tony Heiser,Nick Battalini,Anthony Flattery,Alex Rodriguez,2,3,Patrick Walsh,7,010200X,cf,ss,p,1b,c,lf,rf,3b,2b,Patrick Walsh,"loras college
",Loras College,Knop (3-1),,7,Y,,"Dubuque, Iowa (Petrakis Park)",1:00 PM   ,1:45   ,HP: Tim Seward  1B: Eric Olson,"luther college
",Luther College,Andy Briggs,Eric Pittman,Czenvic Rojer,Brian Paulsrud,Mitch Knippenberg,Matt Larson,Aldon Severson,David Lowe,Joel Martin,2,2,Alec Knop,8,0010100,cf,ss,rf,dh,c,lf,1b,3b,2b,Alec Knop,Walsh (3-1)
,"Apr 12, 2014",bvusim3,1,Michael Chia,Tyler Craig,Jake Scieszinski,Austin Burlin,Josh Pirtle,Jake Esdohr,Adam Richman,Bud Smith,Brett Crable,3,2,Aaron Young,6,0001010,3b,1b,2b,dh,rf,ss,lf,c,cf,Kyle Helmerson,"simpson college
",Simpson College,Helmerson (1-3),,7,Y,Hazel (1),"Indianola, Iowa (McBride Field)",10:05 am   ,1:53   ,HP: Josh Mara  1B: Bret Miell,#24 buena vista univ.,#24 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Joe Paletta,Weston Foxx,Jeremy Lambert,Eric Gurbacki,Tanner Truesdell,Ryan Titman,Nick Schlecht,1,15,Kendall Hazel,14,9001041,cf,c,1b,2b,dh,3b,rf,ss,lf,Justin Lange,Lange (1-0)
94,"Apr 08, 2014",censim4,2,Jake Barr,Jake Scieszinski,Tyler Craig,Michael Chia,Nick Anderson,Jake Esdohr,Brett Crable,Austin Burlin,Bud Smith,4,3,Brock Borgeson,6,000102000,lf,2b,1b,3b,dh,ss,cf,rf,c,Kyle Helmerson,"simpson college
",Simpson College,Borgeson (0-2),,9,Y,,"Indianola, Iowa (McBride Field)",6:10 pm   ,1:58   ,HP: Dean Kirkpatrick  1B: Patrick McIlhon,"central college
",Central College,Jordan Judkins,Dakotah Wolken,Robbie Rushing,Adam Ariola,Zach Brown,Andrew O'Toole,Grant Seuferer,Zach Zylstra,Michael Reuter,2,4,Mack Boothe,5,200000011,ss,cf,dh,2b,3b,rf,1b,lf,c,Judson McKown,Boothe (1-0)
